N,long_orig,lat_orig,name,fclass,additional_info,zone,buckets,time_windows,closed,type,id,lat_snapped_trucktest,long_snapped_trucktest,snapped_dist_trucktest
1521.0,-74.00792959,40.67766981,1503,1.0,1503.0,BK2_3,1.0,,0.0,Customer,,40.677365,-74.007471,51.318196629
1522.0,-73.95599961,40.6822791,768,1.0,768.0,BK1,1.0,,0.0,Customer,,40.682289,-73.955904,8.291754413
1523.0,-73.87912218,40.6639329,1222,1.0,1222.0,BK4,1.0,,0.0,Customer,,40.66375,-73.878976,23.689488571
1524.0,-73.90427258,40.66812265,2235,0.0,2235.0,BK4,5.0,,0.0,Customer,,40.668014,-73.904247,12.099211371
1525.0,-73.90427258,40.66812265,2127,0.0,2127.0,BK4,1.0,,0.0,Customer,,40.668014,-73.904247,12.099211371
1526.0,-73.90427258,40.66812265,2152,0.0,2152.0,BK4,1.0,,0.0,Customer,,40.668014,-73.904247,12.099211371
1527.0,-73.95604222,40.62429582,2639,0.0,2639.0,BK4,1.0,,0.0,Customer,,40.624286,-73.956122,7.078800059
1528.0,-73.95604222,40.62429582,2928,0.0,2928.0,BK4,5.0,,0.0,Customer,,40.624286,-73.956122,7.078800059
1529.0,-73.95604222,40.62429582,2696,0.0,2696.0,BK4,1.0,,0.0,Customer,,40.624286,-73.956122,7.078800059
1530.0,-73.96287157,40.68452395,517,1.0,517.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
1531.0,-73.96287157,40.68452395,520,1.0,520.0,BK2_3,1.0,,0.0,Customer,,40.684509,-73.963019,12.30406526
1532.0,-73.89210462,40.6587434,1304,1.0,1304.0,BK4,1.0,,0.0,Customer,,40.658756,-73.892082,2.296448993
1533.0,-73.9005201,40.67015493,2184,1.0,2184.0,BK4,1.0,,0.0,Customer,,40.670195,-73.900249,23.339446343
1534.0,-73.9005201,40.67015493,2216,0.0,2216.0,BK4,5.0,,0.0,Customer,,40.670195,-73.900249,23.339446343
1535.0,-73.9573994,40.61427338,2937,0.0,2937.0,BK4,5.0,,0.0,Customer,,40.614273,-73.957397,0.0
1536.0,-73.9573994,40.61427338,2936,0.0,2936.0,BK4,5.0,,0.0,Customer,,40.614273,-73.957397,0.0
1537.0,-73.95698478,40.61197459,2890,1.0,2890.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1538.0,-73.95994321,40.69266921,760,1.0,760.0,BK1,1.0,,0.0,Customer,,40.692677,-73.959874,6.15203263
1539.0,-73.95994321,40.69266921,759,1.0,759.0,BK1,1.0,,0.0,Customer,,40.692677,-73.959874,6.15203263
1540.0,-73.95994321,40.69266921,757,1.0,757.0,BK1,1.0,,0.0,Customer,,40.692677,-73.959874,6.15203263
1541.0,-73.98673869,40.69691422,454,1.0,454.0,BK2_3,1.0,,0.0,Customer,,40.696826,-73.986745,9.892114541
1542.0,-73.98673869,40.69691422,437,1.0,437.0,BK2_3,1.0,,0.0,Customer,,40.696826,-73.986745,9.892114541
1543.0,-73.92523875,40.70279392,912,1.0,912.0,BK1,1.0,,0.0,Customer,,40.70275,-73.925282,5.949118842
1544.0,-73.91374335,40.6859614,657,1.0,657.0,BK1,1.0,,0.0,Customer,,40.68599,-73.913791,5.114019785
1545.0,-73.98693634,40.68042902,1563,0.0,1563.0,BK2_3,5.0,,0.0,Customer,,40.680291,-73.986589,33.198639274
1546.0,-73.98693634,40.68042902,1424,0.0,1424.0,BK2_3,1.0,,0.0,Customer,,40.680291,-73.986589,33.198639274
1547.0,-73.98693634,40.68042902,1481,1.0,1481.0,BK2_3,1.0,,0.0,Customer,,40.680291,-73.986589,33.198639274
1548.0,-73.98693634,40.68042902,1409,0.0,1409.0,BK2_3,1.0,,0.0,Customer,,40.680291,-73.986589,33.198639274
1549.0,-74.0008839,40.68773908,286,1.0,286.0,BK2_3,1.0,,0.0,Customer,,40.687613,-74.000959,15.428388665
1550.0,-74.0008839,40.68773908,474,1.0,474.0,BK2_3,1.0,,0.0,Customer,,40.687613,-74.000959,15.428388665
1551.0,-73.9242621,40.64571992,2246,1.0,2246.0,BK2_3,1.0,,0.0,Customer,,40.645754,-73.924596,28.41325383
1552.0,-74.0016232,40.67260322,1499,1.0,1499.0,BK2_3,1.0,,0.0,Customer,,40.672872,-74.001496,31.695959751
1553.0,-74.0016232,40.67260322,1500,1.0,1500.0,BK2_3,1.0,,0.0,Customer,,40.672872,-74.001496,31.695959751
1554.0,-73.90788098,40.68673492,929,1.0,929.0,BK1,1.0,,0.0,Customer,,40.686913,-73.908201,33.50260264
1555.0,-73.91637845,40.65480913,2120,0.0,2120.0,BK4,1.0,,0.0,Customer,,40.654978,-73.916572,24.78780174
1556.0,-73.91637845,40.65480913,2227,0.0,2227.0,BK4,5.0,,0.0,Customer,,40.654978,-73.916572,24.78780174
1557.0,-73.91637845,40.65480913,2145,0.0,2145.0,BK4,1.0,,0.0,Customer,,40.654978,-73.916572,24.78780174
1558.0,-73.94235787,40.70898293,116,1.0,116.0,BK1,1.0,,0.0,Customer,,40.708888,-73.942344,10.745854347
1559.0,-73.9242621,40.64571992,2370,1.0,2370.0,BK2_3,1.0,,0.0,Customer,,40.645754,-73.924596,28.41325383
1560.0,-73.92705149,40.68854697,755,1.0,755.0,BK1,1.0,,0.0,Customer,,40.688529,-73.927187,11.885906008
1561.0,-73.95698478,40.61197459,2587,0.0,2587.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1562.0,-73.95698478,40.61197459,2749,0.0,2749.0,BK4,5.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1563.0,-73.95698478,40.61197459,2608,0.0,2608.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1564.0,-73.95053146,40.68060479,738,1.0,738.0,BK1,1.0,,0.0,Customer,,40.680443,-73.950546,17.812536113
1565.0,-74.01364333,40.67843004,1498,1.0,1498.0,BK2_3,1.0,,0.0,Customer,,40.678503,-74.013751,12.41061983
1566.0,-73.97451988,40.62410859,2877,1.0,2877.0,BK4,1.0,,0.0,Customer,,40.624088,-73.974695,15.124295922
1567.0,-73.97451988,40.62410859,2874,1.0,2874.0,BK4,1.0,,0.0,Customer,,40.624088,-73.974695,15.124295922
1568.0,-73.97451988,40.62410859,2876,1.0,2876.0,BK4,1.0,,0.0,Customer,,40.624088,-73.974695,15.124295922
1569.0,-73.97451988,40.62410859,2875,1.0,2875.0,BK4,1.0,,0.0,Customer,,40.624088,-73.974695,15.124295922
1570.0,-73.89075951,40.65633443,1246,1.0,1246.0,BK4,1.0,,0.0,Customer,,40.656384,-73.8908,6.414865555
1571.0,-73.89075951,40.65633443,1241,1.0,1241.0,BK4,1.0,,0.0,Customer,,40.656384,-73.8908,6.414865555
1572.0,-74.01552008,40.64051092,1651,1.0,1651.0,BK2_3,1.0,,0.0,Customer,,40.640357,-74.015258,27.864094696
1573.0,-74.01552008,40.64051092,1650,1.0,1650.0,BK2_3,1.0,,0.0,Customer,,40.640357,-74.015258,27.864094696
1574.0,-73.89179852,40.66610187,1348,0.0,1348.0,BK4,5.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1575.0,-73.89179852,40.66610187,1091,0.0,1091.0,BK4,1.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1576.0,-73.89179852,40.66610187,1151,0.0,1151.0,BK4,1.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1577.0,-73.95599961,40.6822791,763,1.0,763.0,BK1,1.0,,0.0,Customer,,40.682289,-73.955904,8.291754413
1578.0,-73.95328485,40.6859078,807,0.0,807.0,BK1,5.0,,0.0,Customer,,40.685907,-73.953285,0.22209162300000002
1579.0,-73.95328485,40.6859078,573,0.0,573.0,BK1,1.0,,0.0,Customer,,40.685907,-73.953285,0.22209162300000002
1580.0,-73.95328485,40.6859078,599,0.0,599.0,BK1,1.0,,0.0,Customer,,40.685907,-73.953285,0.22209162300000002
1581.0,-73.95515156,40.66108411,1910,1.0,1910.0,BK2_3,1.0,,0.0,Customer,,40.661291,-73.955177,23.179245925
1582.0,-73.95632346,40.70356636,143,1.0,143.0,BK1,1.0,,0.0,Customer,,40.703531,-73.95628,5.428899366
1583.0,-73.96441178,40.70799707,198,1.0,198.0,BK1,1.0,,0.0,Customer,,40.708023,-73.964404,3.027875544
1584.0,-73.89431589,40.66618727,1295,1.0,1295.0,BK4,1.0,,0.0,Customer,,40.666174,-73.894408,7.745164826
1585.0,-73.94935652,40.69847,674,1.0,674.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1586.0,-73.94935652,40.69847,654,1.0,654.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1587.0,-73.97283047,40.68131574,1457,1.0,1457.0,BK2_3,1.0,,0.0,Customer,,40.681214,-73.972869,11.750742142
1588.0,-73.98023314,40.69926212,363,1.0,363.0,BK2_3,1.0,,0.0,Customer,,40.699271,-73.980494,22.179747351
1589.0,-73.89711766,40.67534518,1176,0.0,1176.0,BK4,1.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1590.0,-73.89711766,40.67534518,1175,0.0,1175.0,BK4,1.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1591.0,-73.89711766,40.67534518,1115,0.0,1115.0,BK4,1.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1592.0,-73.89711766,40.67534518,1116,0.0,1116.0,BK4,1.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1593.0,-73.89711766,40.67534518,1374,0.0,1374.0,BK4,5.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1594.0,-73.89711766,40.67534518,1375,0.0,1375.0,BK4,5.0,,0.0,Customer,,40.675396,-73.896759,30.856860712
1595.0,-73.89179852,40.66610187,1275,1.0,1275.0,BK4,1.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1596.0,-73.9377143,40.6444189,2467,1.0,2467.0,BK2_3,1.0,,0.0,Customer,,40.644444,-73.937334,32.254023673
1597.0,-73.9377143,40.6444189,2453,1.0,2453.0,BK2_3,1.0,,0.0,Customer,,40.644444,-73.937334,32.254023673
1598.0,-73.96297969,40.69825888,221,1.0,221.0,BK1,1.0,,0.0,Customer,,40.698235,-73.962851,11.342191419
1599.0,-73.96096323,40.63316459,2251,1.0,2251.0,BK2_3,1.0,,0.0,Customer,,40.633167,-73.960924,3.078264545
1600.0,-73.9377143,40.6444189,2333,1.0,2333.0,BK2_3,1.0,,0.0,Customer,,40.644444,-73.937334,32.254023673
1601.0,-73.9451779,40.69526811,679,1.0,679.0,BK1,1.0,,0.0,Customer,,40.695087,-73.945139,20.218668551
1602.0,-73.9451779,40.69526811,794,0.0,794.0,BK1,3.0,,0.0,Customer,,40.695087,-73.945139,20.218668551
1603.0,-73.9451779,40.69526811,678,1.0,678.0,BK1,1.0,,0.0,Customer,,40.695087,-73.945139,20.218668551
1604.0,-73.91480078,40.65558847,2116,0.0,2116.0,BK4,1.0,,0.0,Customer,,40.655397,-73.915106,33.401034207
1605.0,-73.91480078,40.65558847,2221,0.0,2221.0,BK4,5.0,,0.0,Customer,,40.655397,-73.915106,33.401034207
1606.0,-73.91480078,40.65558847,2141,0.0,2141.0,BK4,1.0,,0.0,Customer,,40.655397,-73.915106,33.401034207
1607.0,-73.99596532,40.66577331,1696,1.0,1696.0,BK2_3,1.0,,0.0,Customer,,40.665765,-73.99593899999999,2.216256606
1608.0,-73.94935652,40.69847,601,0.0,601.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1609.0,-73.94935652,40.69847,809,0.0,809.0,BK1,5.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1610.0,-73.94935652,40.69847,575,0.0,575.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1611.0,-73.94935652,40.69847,694,1.0,694.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1612.0,-73.94935652,40.69847,685,1.0,685.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1613.0,-73.94935652,40.69847,687,1.0,687.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1614.0,-73.94935652,40.69847,792,1.0,792.0,BK1,2.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1615.0,-73.94935652,40.69847,701,1.0,701.0,BK1,1.0,,0.0,Customer,,40.69852,-73.949358,5.443871684
1616.0,-73.95698478,40.61197459,2852,1.0,2852.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1617.0,-73.92392938,40.68546191,564,0.0,564.0,BK1,1.0,,0.0,Customer,,40.685535,-73.923941,8.082445252
1618.0,-73.92392938,40.68546191,798,0.0,798.0,BK1,5.0,,0.0,Customer,,40.685535,-73.923941,8.082445252
1619.0,-73.92392938,40.68546191,590,0.0,590.0,BK1,1.0,,0.0,Customer,,40.685535,-73.923941,8.082445252
1620.0,-73.94968079,40.6652037,1819,1.0,1819.0,BK2_3,1.0,,0.0,Customer,,40.665327,-73.949673,13.801053732
1621.0,-73.91931124,40.68570294,703,1.0,703.0,BK1,1.0,,0.0,Customer,,40.686058,-73.919383,39.875707421
1622.0,-73.90561057,40.65419095,2197,1.0,2197.0,BK4,1.0,,0.0,Customer,,40.654204,-73.905512,8.347336650999999
1623.0,-73.96666439,40.70522825,23,0.0,23.0,BK1,1.0,,0.0,Customer,,40.70524,-73.966608,5.189516037
1624.0,-73.96666439,40.70522825,241,0.0,241.0,BK1,5.0,,0.0,Customer,,40.70524,-73.966608,5.189516037
1625.0,-73.96666439,40.70522825,49,0.0,49.0,BK1,1.0,,0.0,Customer,,40.70524,-73.966608,5.189516037
1626.0,-73.94235787,40.70898293,125,1.0,125.0,BK1,1.0,,0.0,Customer,,40.708888,-73.942344,10.745854347
1627.0,-73.94235787,40.70898293,94,1.0,94.0,BK1,1.0,,0.0,Customer,,40.708888,-73.942344,10.745854347
1628.0,-73.94235787,40.70898293,124,1.0,124.0,BK1,1.0,,0.0,Customer,,40.708888,-73.942344,10.745854347
1629.0,-73.94235787,40.70898293,97,1.0,97.0,BK1,1.0,,0.0,Customer,,40.708888,-73.942344,10.745854347
1630.0,-73.95698478,40.61197459,2849,1.0,2849.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1631.0,-73.90931384,40.70417688,856,1.0,856.0,BK1,1.0,,0.0,Customer,,40.703926,-73.909576,35.523383872
1632.0,-73.9377143,40.6444189,2332,1.0,2332.0,BK2_3,1.0,,0.0,Customer,,40.644444,-73.937334,32.254023673
1633.0,-73.95632346,40.70356636,144,1.0,144.0,BK1,1.0,,0.0,Customer,,40.703531,-73.95628,5.428899366
1634.0,-73.91859497,40.65827073,2397,1.0,2397.0,BK2_3,1.0,,0.0,Customer,,40.658376,-73.918432,17.915960916
1635.0,-73.90377734,40.66882185,2200,1.0,2200.0,BK4,1.0,,0.0,Customer,,40.668828,-73.903746,2.76196296
1636.0,-73.95632346,40.70356636,145,1.0,145.0,BK1,1.0,,0.0,Customer,,40.703531,-73.95628,5.428899366
1637.0,-73.90050282,40.67437355,1089,0.0,1089.0,BK4,1.0,,0.0,Customer,,40.674394,-73.900367,11.877301457
1638.0,-73.90050282,40.67437355,1346,0.0,1346.0,BK4,5.0,,0.0,Customer,,40.674394,-73.900367,11.877301457
1639.0,-73.90050282,40.67437355,1149,0.0,1149.0,BK4,1.0,,0.0,Customer,,40.674394,-73.900367,11.877301457
1640.0,-73.89179852,40.66610187,1236,1.0,1236.0,BK4,1.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1641.0,-74.00834357,40.68993389,1492,1.0,1492.0,BK2_3,1.0,,0.0,Customer,,40.689925,-74.012451,346.992002057
1642.0,-73.98842148,40.69133204,1479,1.0,1479.0,BK2_3,1.0,,0.0,Customer,,40.691463,-73.988579,19.702970319
1643.0,-73.97387584,40.65466695,1723,0.0,1723.0,BK2_3,5.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1644.0,-73.97387584,40.65466695,1581,0.0,1581.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1645.0,-73.97387584,40.65466695,1582,0.0,1582.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1646.0,-73.97387584,40.65466695,1609,0.0,1609.0,BK2_3,5.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1647.0,-73.97387584,40.65466695,1589,0.0,1589.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1648.0,-73.97387584,40.65466695,1602,0.0,1602.0,BK2_3,1.0,,0.0,Customer,,40.654465,-73.973741,25.206775745
1649.0,-73.98031781,40.68351661,302,0.0,302.0,BK2_3,1.0,,0.0,Customer,,40.683556,-73.98029,4.856764602
1650.0,-73.98031781,40.68351661,318,0.0,318.0,BK2_3,1.0,,0.0,Customer,,40.683556,-73.98029,4.856764602
1651.0,-73.98031781,40.68351661,542,0.0,542.0,BK2_3,5.0,,0.0,Customer,,40.683556,-73.98029,4.856764602
1652.0,-73.91280956,40.68871197,941,1.0,941.0,BK1,1.0,,0.0,Customer,,40.688745,-73.91278,4.41553157
1653.0,-73.93710675,40.69988867,232,0.0,232.0,BK1,5.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1654.0,-73.93710675,40.69988867,9,0.0,9.0,BK1,1.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1655.0,-73.93710675,40.69988867,35,0.0,35.0,BK1,1.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1656.0,-73.93710675,40.69988867,37,0.0,37.0,BK1,1.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1657.0,-73.93710675,40.69988867,11,0.0,11.0,BK1,1.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1658.0,-73.93710675,40.69988867,228,0.0,228.0,BK1,5.0,,0.0,Customer,,40.699903,-73.937091,1.764473184
1659.0,-73.97146754,40.67498837,1462,1.0,1462.0,BK2_3,1.0,,0.0,Customer,,40.674916,-73.971263,18.934391998
1660.0,-73.97040437,40.69538059,501,1.0,501.0,BK2_3,1.0,,0.0,Customer,,40.695395,-73.970287,10.180773403
1661.0,-73.97040437,40.69538059,489,1.0,489.0,BK2_3,1.0,,0.0,Customer,,40.695395,-73.970287,10.180773403
1662.0,-73.98783393,40.67444396,1537,1.0,1537.0,BK2_3,1.0,,0.0,Customer,,40.674683,-73.988333,50.17649904
1663.0,-73.97375082,40.67537162,1527,1.0,1527.0,BK2_3,1.0,,0.0,Customer,,40.675395,-73.973732,2.752584417
1664.0,-73.95698478,40.61197459,2933,0.0,2933.0,BK4,5.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1665.0,-73.95698478,40.61197459,2642,0.0,2642.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1666.0,-73.95698478,40.61197459,2699,0.0,2699.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1667.0,-73.95698478,40.61197459,2697,0.0,2697.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1668.0,-73.95698478,40.61197459,2930,0.0,2930.0,BK4,5.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1669.0,-73.95698478,40.61197459,2640,0.0,2640.0,BK4,1.0,,0.0,Customer,,40.611976,-73.956962,1.974394545
1670.0,-74.0055949,40.65305203,1643,1.0,1643.0,BK2_3,1.0,,0.0,Customer,,40.653068,-74.005617,2.691167944
1671.0,-73.95861475,40.62086568,2664,0.0,2664.0,BK4,1.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1672.0,-73.95861475,40.62086568,2957,0.0,2957.0,BK4,5.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1673.0,-73.95861475,40.62086568,2955,0.0,2955.0,BK4,5.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1674.0,-73.95861475,40.62086568,2666,0.0,2666.0,BK4,1.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1675.0,-73.95861475,40.62086568,2722,0.0,2722.0,BK4,1.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1676.0,-73.95861475,40.62086568,2720,0.0,2720.0,BK4,1.0,,0.0,Customer,,40.620862,-73.958642,2.057843442
1677.0,-73.97675119,40.60667645,2896,1.0,2896.0,BK4,1.0,,0.0,Customer,,40.606703,-73.976525,19.490368791
1678.0,-73.97675119,40.60667645,2897,1.0,2897.0,BK4,1.0,,0.0,Customer,,40.606703,-73.976525,19.490368791
1679.0,-73.91718521,40.67669706,2155,0.0,2155.0,BK4,1.0,,0.0,Customer,,40.676754,-73.917177,6.349907713
1680.0,-73.91718521,40.67669706,2130,0.0,2130.0,BK4,1.0,,0.0,Customer,,40.676754,-73.917177,6.349907713
1681.0,-73.91718521,40.67669706,2238,0.0,2238.0,BK4,5.0,,0.0,Customer,,40.676754,-73.917177,6.349907713
1682.0,-73.89655055,40.6813049,1333,0.0,1333.0,BK4,5.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1683.0,-73.89655055,40.6813049,1136,0.0,1136.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1684.0,-73.89655055,40.6813049,1076,0.0,1076.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1685.0,-74.0138858,40.65377589,1662,1.0,1662.0,BK2_3,1.0,,0.0,Customer,,40.653707,-74.013956,9.559847995
1686.0,-73.89179852,40.66610187,1191,1.0,1191.0,BK4,1.0,,0.0,Customer,,40.666144,-73.89181,4.630719157
1687.0,-73.96284332,40.69368122,497,1.0,497.0,BK2_3,1.0,,0.0,Customer,,40.693557,-73.962823,13.784709795
1688.0,-73.96284332,40.69368122,340,1.0,340.0,BK2_3,1.0,,0.0,Customer,,40.693557,-73.962823,13.784709795
1689.0,-73.91733204,40.65256994,2384,1.0,2384.0,BK2_3,1.0,,0.0,Customer,,40.652635,-73.917233,11.382179856
1690.0,-73.94849725,40.7059007,194,1.0,194.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1691.0,-73.94849725,40.7059007,187,1.0,187.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1692.0,-73.94849725,40.7059007,239,0.0,239.0,BK1,5.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1693.0,-73.94849725,40.7059007,47,0.0,47.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1694.0,-73.94849725,40.7059007,21,0.0,21.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1695.0,-73.94849725,40.7059007,183,1.0,183.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1696.0,-73.94849725,40.7059007,195,1.0,195.0,BK1,1.0,,0.0,Customer,,40.705847,-73.948485,6.154723578
1697.0,-73.94325232,40.69469976,621,1.0,621.0,BK1,1.0,,0.0,Customer,,40.694697,-73.943262,0.769004079
1698.0,-73.99362192,40.68016738,1551,1.0,1551.0,BK2_3,1.0,,0.0,Customer,,40.680505,-73.993384,42.489573411
1699.0,-73.99362192,40.68016738,1516,1.0,1516.0,BK2_3,1.0,,0.0,Customer,,40.680505,-73.993384,42.489573411
1700.0,-73.92568432,40.65778541,2341,1.0,2341.0,BK2_3,1.0,,0.0,Customer,,40.657843,-73.92559,10.170079094
1701.0,-73.92147962,40.65631948,2406,1.0,2406.0,BK2_3,1.0,,0.0,Customer,,40.656332,-73.921538,5.274363082
1702.0,-73.90927611,40.65733802,2126,0.0,2126.0,BK4,1.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1703.0,-73.90927611,40.65733802,2119,0.0,2119.0,BK4,1.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1704.0,-73.90927611,40.65733802,2224,0.0,2224.0,BK4,5.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1705.0,-73.90927611,40.65733802,2144,0.0,2144.0,BK4,1.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1706.0,-73.90927611,40.65733802,2151,0.0,2151.0,BK4,1.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1707.0,-73.90927611,40.65733802,2234,0.0,2234.0,BK4,5.0,,0.0,Customer,,40.657305,-73.909505,19.435758261
1708.0,-73.96099938,40.67417385,2036,1.0,2036.0,BK2_3,1.0,,0.0,Customer,,40.674129,-73.961016,5.306477557
1709.0,-73.96099938,40.67417385,2035,1.0,2035.0,BK2_3,1.0,,0.0,Customer,,40.674129,-73.961016,5.306477557
1710.0,-73.89655055,40.6813049,1071,0.0,1071.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1711.0,-73.89655055,40.6813049,1131,0.0,1131.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1712.0,-73.89655055,40.6813049,1328,0.0,1328.0,BK4,5.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1713.0,-73.93080474,40.61039871,2565,0.0,2565.0,BK4,1.0,,0.0,Customer,,40.610402,-73.930794,0.8118363430000001
1714.0,-73.93080474,40.61039871,2576,0.0,2576.0,BK4,5.0,,0.0,Customer,,40.610402,-73.930794,0.8118363430000001
1715.0,-73.93080474,40.61039871,2563,0.0,2563.0,BK4,1.0,,0.0,Customer,,40.610402,-73.930794,0.8118363430000001
1716.0,-73.91258206,40.69891347,968,1.0,968.0,BK1,1.0,,0.0,Customer,,40.698997,-73.912728,15.405481873
1717.0,-73.91258206,40.69891347,967,1.0,967.0,BK1,1.0,,0.0,Customer,,40.698997,-73.912728,15.405481873
1718.0,-73.91646648,40.70382112,1002,1.0,1002.0,BK1,1.0,,0.0,Customer,,40.703852,-73.916433,4.604570422
1719.0,-73.89431589,40.66618727,1296,1.0,1296.0,BK4,1.0,,0.0,Customer,,40.666174,-73.894408,7.745164826
1720.0,-73.89655055,40.6813049,1135,0.0,1135.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1721.0,-73.89655055,40.6813049,1075,0.0,1075.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1722.0,-73.89655055,40.6813049,1332,0.0,1332.0,BK4,5.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1723.0,-74.00072,40.69270107,1439,1.0,1439.0,BK2_3,1.0,,0.0,Customer,,40.692664,-74.000734,4.143866504
1724.0,-73.91258206,40.69891347,964,1.0,964.0,BK1,1.0,,0.0,Customer,,40.698997,-73.912728,15.405481873
1725.0,-73.91733204,40.65256994,2299,0.0,2299.0,BK2_3,1.0,,0.0,Customer,,40.652635,-73.917233,11.382179856
1726.0,-73.91733204,40.65256994,2268,0.0,2268.0,BK2_3,1.0,,0.0,Customer,,40.652635,-73.917233,11.382179856
1727.0,-73.91733204,40.65256994,2533,0.0,2533.0,BK2_3,5.0,,0.0,Customer,,40.652635,-73.917233,11.382179856
1728.0,-73.89655055,40.6813049,1331,0.0,1331.0,BK4,5.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1729.0,-73.89655055,40.6813049,1074,0.0,1074.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1730.0,-73.89655055,40.6813049,1134,0.0,1134.0,BK4,1.0,,0.0,Customer,,40.681306,-73.896569,1.357339749
1731.0,-73.92198095,40.6940447,1008,1.0,1008.0,BK1,1.0,,0.0,Customer,,40.694155,-73.922175,20.317101888
1732.0,-73.92198095,40.6940447,1004,1.0,1004.0,BK1,1.0,,0.0,Customer,,40.694155,-73.922175,20.317101888
1733.0,-73.95590164,40.66121458,2013,1.0,2013.0,BK2_3,1.0,,0.0,Customer,,40.661245,-73.955906,3.569523479
1734.0,-73.94089868,40.65098217,2462,1.0,2462.0,BK2_3,1.0,,0.0,Customer,,40.65098,-73.94093,2.967549854
